Source,Target,Weight
Jason Rhody,Christopher Baran,1
Jason Rhody,Kevin Lynch,1
Jason Rhody,Helen Hull,1
Jason Rhody,Meg Pearson,1
Jason Rhody,Erin Sadlack,1
Jason Rhody,Sharon Achinstein ,1
Jason Rhody,Chris Bowling,1
Jason Rhody,Gisele Audrey-Mills,1
Jason Rhody,Kelly Quinn,1
Jason Rhody,Rodney Petersen,1
Jason Rhody,Catherine Hays,1
Jason Rhody,Gina Calia,1
Jason Rhody,Nancy O'Neill,1
Thomas Stanley,George Williams,2
Thomas Stanley,Yi Weng,1
Thomas Stanley,Rodney Petersen,1
Thomas Stanley,Catherine Hays,1
Thomas Stanley,Gina Calia,1
Thomas Stanley,Nancy O'Neill,1
George Williams,Yi Weng,1
George Williams,Cory Bohon,2
George Williams,Tina Herzberg,2
George Williams,Clay Jeffcoat,1
George Williams,Jeremy Boggs,1
George Williams,Marty R. McKenzie,1
George Williams,Helen Hull,1
George Williams,Meg Pearson,1
George Williams,Erin Sadlack,1
George Williams,Sharon Achinstein ,1
George Williams,Chris Bowling,1
George Williams,Gisele Audrey-Mills,1
George Williams,Kelly Quinn,1
George Williams,Rodney Petersen,1
George Williams,Catherine Hays,1
George Williams,Gina Calia,1
George Williams,Nancy O'Neill,1
David Silver,Randy Bass,1
David Silver,Brenda Danet,1
David Silver,David Gauntlett,1
David Silver,"Earl Jackson, Jr",1
David Silver,Steve Jones,1
David Silver,Robert Kolker,1
David Silver,Shelley Pasnik,1
David Silver,Howard Rheingold,1
David Silver,Wendy Robinson,1
David Silver,Douglas Rushkoff,1
David Silver,Ben Shneiderman,1
David Silver,Mary Corbin Sies,1
David Silver,Fay Sudweeks,1
David Silver,Douglas Thomas,1
David Silver,Jeff Tycz,1
Randy Bass,Brenda Danet,1
Randy Bass,David Gauntlett,1
Randy Bass,"Earl Jackson, Jr",1
Randy Bass,Steve Jones,1
Randy Bass,Robert Kolker,1
Randy Bass,Shelley Pasnik,1
Randy Bass,Howard Rheingold,1
Randy Bass,Wendy Robinson,1
Randy Bass,Douglas Rushkoff,1
Randy Bass,Ben Shneiderman,1
Randy Bass,Mary Corbin Sies,1
Randy Bass,Fay Sudweeks,1
Randy Bass,Douglas Thomas,1
Randy Bass,Jeff Tycz,1
Brenda Danet,David Gauntlett,1
Brenda Danet,"Earl Jackson, Jr",1
Brenda Danet,Steve Jones,1
Brenda Danet,Robert Kolker,1
Brenda Danet,Shelley Pasnik,1
Brenda Danet,Howard Rheingold,1
Brenda Danet,Wendy Robinson,1
Brenda Danet,Douglas Rushkoff,1
Brenda Danet,Ben Shneiderman,1
Brenda Danet,Mary Corbin Sies,1
Brenda Danet,Fay Sudweeks,1
Brenda Danet,Douglas Thomas,1
Brenda Danet,Jeff Tycz,1
David Gauntlett,"Earl Jackson, Jr",1
David Gauntlett,Steve Jones,1
David Gauntlett,Robert Kolker,1
David Gauntlett,Shelley Pasnik,1
David Gauntlett,Howard Rheingold,1
David Gauntlett,Wendy Robinson,1
David Gauntlett,Douglas Rushkoff,1
David Gauntlett,Ben Shneiderman,1
David Gauntlett,Mary Corbin Sies,1
David Gauntlett,Fay Sudweeks,1
David Gauntlett,Douglas Thomas,1
David Gauntlett,Jeff Tycz,1
"Earl Jackson, Jr",Steve Jones,1
"Earl Jackson, Jr",Robert Kolker,1
"Earl Jackson, Jr",Shelley Pasnik,1
"Earl Jackson, Jr",Howard Rheingold,1
"Earl Jackson, Jr",Wendy Robinson,1
"Earl Jackson, Jr",Douglas Rushkoff,1
"Earl Jackson, Jr",Ben Shneiderman,1
"Earl Jackson, Jr",Mary Corbin Sies,1
"Earl Jackson, Jr",Fay Sudweeks,1
"Earl Jackson, Jr",Douglas Thomas,1
"Earl Jackson, Jr",Jeff Tycz,1
Steve Jones,Robert Kolker,1
Steve Jones,Shelley Pasnik,1
Steve Jones,Howard Rheingold,1
Steve Jones,Wendy Robinson,1
Steve Jones,Douglas Rushkoff,1
Steve Jones,Ben Shneiderman,1
Steve Jones,Mary Corbin Sies,1
Steve Jones,Fay Sudweeks,1
Steve Jones,Douglas Thomas,1
Steve Jones,Jeff Tycz,1
Robert Kolker,Shelley Pasnik,1
Robert Kolker,Howard Rheingold,1
Robert Kolker,Wendy Robinson,1
Robert Kolker,Douglas Rushkoff,1
Robert Kolker,Ben Shneiderman,1
Robert Kolker,Mary Corbin Sies,1
Robert Kolker,Fay Sudweeks,1
Robert Kolker,Douglas Thomas,1
Robert Kolker,Jeff Tycz,1
Shelley Pasnik,Howard Rheingold,1
Shelley Pasnik,Wendy Robinson,1
Shelley Pasnik,Douglas Rushkoff,1
Shelley Pasnik,Ben Shneiderman,1
Shelley Pasnik,Mary Corbin Sies,1
Shelley Pasnik,Fay Sudweeks,1
Shelley Pasnik,Douglas Thomas,1
Shelley Pasnik,Jeff Tycz,1
Howard Rheingold,Wendy Robinson,1
Howard Rheingold,Douglas Rushkoff,1
Howard Rheingold,Ben Shneiderman,1
Howard Rheingold,Mary Corbin Sies,1
Howard Rheingold,Fay Sudweeks,1
Howard Rheingold,Douglas Thomas,1
Howard Rheingold,Jeff Tycz,1
Wendy Robinson,Douglas Rushkoff,1
Wendy Robinson,Ben Shneiderman,1
Wendy Robinson,Mary Corbin Sies,1
Wendy Robinson,Fay Sudweeks,1
Wendy Robinson,Douglas Thomas,1
Wendy Robinson,Jeff Tycz,1
Douglas Rushkoff,Ben Shneiderman,1
Douglas Rushkoff,Mary Corbin Sies,1
Douglas Rushkoff,Fay Sudweeks,1
Douglas Rushkoff,Douglas Thomas,1
Douglas Rushkoff,Jeff Tycz,1
Ben Shneiderman,Mary Corbin Sies,1
Ben Shneiderman,Fay Sudweeks,1
Ben Shneiderman,Douglas Thomas,1
Ben Shneiderman,Jeff Tycz,1
Ben Shneiderman,Laura Wruble,1
Ben Shneiderman,Joshua Westgard,1
Ben Shneiderman,Cody Buntain,1
Ben Shneiderman,Nicolas Diakopoulos,1
Ben Shneiderman,Jen Golbeck,1
Ben Shneiderman,Ricky Punzalan,1
Ben Shneiderman,Katie Shilton,1
Ben Shneiderman,Andy Van Dam,1
Ben Shneiderman,Brett Bobley,1
Ben Shneiderman,Ann Sneesby-Koch,1
Mary Corbin Sies,Fay Sudweeks,1
Mary Corbin Sies,Douglas Thomas,1
Mary Corbin Sies,Jeff Tycz,1
Fay Sudweeks,Douglas Thomas,1
Fay Sudweeks,Jeff Tycz,1
Douglas Thomas,Jeff Tycz,1
Merle Collins,Angel David Nieves,1
Merle Collins,Julia Flanders,1
Merle Collins,Zita Nunes,1
Merle Collins,Abdul Alkalimat,1
Merle Collins,Syd Bauman,1
Merle Collins,Bryan Carter,1
Merle Collins,Howard Dodson,1
Merle Collins,Anna Everett,1
Merle Collins,Jerome Handler,1
Merle Collins,Kara Keeling,1
Merle Collins,Alexander Weheliye,1
Merle Collins,Pamela Z,1
Merle Collins,DJ Spooky,1
Angel David Nieves,Bini Tecle,1
Angel David Nieves,Julia Flanders,1
Angel David Nieves,Zita Nunes,1
Angel David Nieves,Abdul Alkalimat,1
Angel David Nieves,Syd Bauman,1
Angel David Nieves,Bryan Carter,1
Angel David Nieves,Howard Dodson,1
Angel David Nieves,Anna Everett,1
Angel David Nieves,Jerome Handler,1
Angel David Nieves,Kara Keeling,1
Angel David Nieves,Alexander Weheliye,1
Angel David Nieves,Pamela Z,1
Angel David Nieves,DJ Spooky,1
Cory Bohon,Tina Herzberg,2
Cory Bohon,Clay Jeffcoat,1
Cory Bohon,Jeremy Boggs,1
Cory Bohon,Marty R. McKenzie,1
Tina Herzberg,Clay Jeffcoat,1
Tina Herzberg,Jeremy Boggs,1
Tina Herzberg,Marty R. McKenzie,1
Dorothea Salo,Alison Fenlon,1
Dorothea Salo,Carole Palmer,1
Dorothea Salo,Julia Flanders,1
Alison Fenlon,Carole Palmer,1
Alison Fenlon,Julia Flanders,1
Carole Palmer,Julia Flanders,1
Julia Flanders,Zita Nunes,1
Julia Flanders,Abdul Alkalimat,1
Julia Flanders,Syd Bauman,1
Julia Flanders,Bryan Carter,1
Julia Flanders,Howard Dodson,1
Julia Flanders,Anna Everett,1
Julia Flanders,Jerome Handler,1
Julia Flanders,Kara Keeling,1
Julia Flanders,Alexander Weheliye,1
Julia Flanders,Pamela Z,1
Julia Flanders,DJ Spooky,1
Will Thomas,Kaci Nash,1
Clay Jeffcoat,Jeremy Boggs,1
Clay Jeffcoat,Marty R. McKenzie,1
Jeremy Boggs,Marty R. McKenzie,1
Matt Cohen,Brett Barney,1
Matt Cohen,Keith Nickum,1
Brett Barney,Keith Nickum,1
Brett Barney,Claire Warwick,1
Brett Barney,Willard McCarty,1
Brett Barney,Allen Renear,1
Brett Barney,Michael Eberle-Sinatra,1
Brett Barney,Stéfan Sinclair,1
Brett Barney,John Nerbonne,1
Brett Barney,Jan Rybicki,1
Brett Barney,Paul Spence,1
Nicholas Allen Slaughter ,Rebecca Borden,1
Nicholas Allen Slaughter ,Jennifer Wellman,1
Rebecca Borden,Jennifer Wellman,1
Richard Freedman,Andrew Hankinson,1
Richard Freedman,David Fiala,1
Christopher Baran,Kevin Lynch,2
Christopher Baran,Gretchen Gueguen,1
Christopher Baran,Elizabeth Tobey,1
Kevin Lynch,Gretchen Gueguen,1
Kevin Lynch,Elizabeth Tobey,1
Zita Nunes,Abdul Alkalimat,1
Zita Nunes,Syd Bauman,1
Zita Nunes,Bryan Carter,1
Zita Nunes,Howard Dodson,1
Zita Nunes,Anna Everett,1
Zita Nunes,Jerome Handler,1
Zita Nunes,Kara Keeling,1
Zita Nunes,Alexander Weheliye,1
Zita Nunes,Pamela Z,1
Zita Nunes,DJ Spooky,1
Abdul Alkalimat,Syd Bauman,1
Abdul Alkalimat,Bryan Carter,1
Abdul Alkalimat,Howard Dodson,1
Abdul Alkalimat,Anna Everett,1
Abdul Alkalimat,Jerome Handler,1
Abdul Alkalimat,Kara Keeling,1
Abdul Alkalimat,Alexander Weheliye,1
Abdul Alkalimat,Pamela Z,1
Abdul Alkalimat,DJ Spooky,1
Syd Bauman,Bryan Carter,1
Syd Bauman,Howard Dodson,1
Syd Bauman,Anna Everett,1
Syd Bauman,Jerome Handler,1
Syd Bauman,Kara Keeling,1
Syd Bauman,Alexander Weheliye,1
Syd Bauman,Pamela Z,1
Syd Bauman,DJ Spooky,1
Bryan Carter,Howard Dodson,1
Bryan Carter,Anna Everett,1
Bryan Carter,Jerome Handler,1
Bryan Carter,Kara Keeling,1
Bryan Carter,Alexander Weheliye,1
Bryan Carter,Pamela Z,1
Bryan Carter,DJ Spooky,1
Howard Dodson,Anna Everett,1
Howard Dodson,Jerome Handler,1
Howard Dodson,Kara Keeling,1
Howard Dodson,Alexander Weheliye,1
Howard Dodson,Pamela Z,1
Howard Dodson,DJ Spooky,1
Anna Everett,Jerome Handler,1
Anna Everett,Kara Keeling,1
Anna Everett,Alexander Weheliye,1
Anna Everett,Pamela Z,1
Anna Everett,DJ Spooky,1
Jerome Handler,Kara Keeling,1
Jerome Handler,Alexander Weheliye,1
Jerome Handler,Pamela Z,1
Jerome Handler,DJ Spooky,1
Kara Keeling,Alexander Weheliye,1
Kara Keeling,Pamela Z,1
Kara Keeling,DJ Spooky,1
Alexander Weheliye,Pamela Z,1
Alexander Weheliye,DJ Spooky,1
Pamela Z,DJ Spooky,1
Brett Bobley ,Fred Winter,1
Brett Bobley ,Bernie Frischer,1
Brett Bobley ,Mark Kornbluh,1
Brett Bobley ,Daniel Pitti,1
Brett Bobley ,Roy Rosenzweig,1
Brett Bobley ,John Unsworth,1
Brett Bobley ,Kay Walter,1
Fred Winter,Bernie Frischer,1
Fred Winter,Mark Kornbluh,1
Fred Winter,Daniel Pitti,1
Fred Winter,Roy Rosenzweig,1
Fred Winter,John Unsworth,1
Fred Winter,Kay Walter,1
Bernie Frischer,Mark Kornbluh,1
Bernie Frischer,Daniel Pitti,1
Bernie Frischer,Roy Rosenzweig,1
Bernie Frischer,John Unsworth,1
Bernie Frischer,Kay Walter,1
Mark Kornbluh,Daniel Pitti,1
Mark Kornbluh,Roy Rosenzweig,1
Mark Kornbluh,John Unsworth,1
Mark Kornbluh,Kay Walter,1
Daniel Pitti,Roy Rosenzweig,1
Daniel Pitti,John Unsworth,1
Daniel Pitti,Kay Walter,1
Roy Rosenzweig,John Unsworth,1
Roy Rosenzweig,Kay Walter,1
John Unsworth,Kay Walter,1
Helen Hull,Meg Pearson,1
Helen Hull,Erin Sadlack,1
Helen Hull,Sharon Achinstein ,1
Helen Hull,Chris Bowling,1
Meg Pearson,Erin Sadlack,1
Meg Pearson,Sharon Achinstein ,1
Meg Pearson,Chris Bowling,1
Erin Sadlack,Sharon Achinstein ,1
Erin Sadlack,Chris Bowling,1
Sharon Achinstein ,Chris Bowling,1
Gretchen Gueguen,Elizabeth Tobey,1
Gisele Audrey-Mills,Kelly Quinn,1
Jerzy W. Jaromczyk,Adam Turner,1
Jerzy W. Jaromczyk,Laura Reynolds,1
Adam Turner,Laura Reynolds,1
Rodney Petersen,Catherine Hays,1
Rodney Petersen,Gina Calia,1
Rodney Petersen,Nancy O'Neill,1
Catherine Hays,Gina Calia,1
Catherine Hays,Nancy O'Neill,1
Gina Calia,Nancy O'Neill,1
Abhishta Paranjpe,Clay Templeton,1
Claire Warwick,Willard McCarty,1
Claire Warwick,Allen Renear,1
Claire Warwick,Michael Eberle-Sinatra,1
Claire Warwick,Stéfan Sinclair,1
Claire Warwick,John Nerbonne,1
Claire Warwick,Jan Rybicki,1
Claire Warwick,Paul Spence,1
Willard McCarty,Allen Renear,1
Willard McCarty,Michael Eberle-Sinatra,1
Willard McCarty,Stéfan Sinclair,1
Willard McCarty,John Nerbonne,1
Willard McCarty,Jan Rybicki,1
Willard McCarty,Paul Spence,1
Allen Renear,Michael Eberle-Sinatra,1
Allen Renear,Stéfan Sinclair,1
Allen Renear,John Nerbonne,1
Allen Renear,Jan Rybicki,1
Allen Renear,Paul Spence,1
Michael Eberle-Sinatra,Stéfan Sinclair,1
Michael Eberle-Sinatra,John Nerbonne,1
Michael Eberle-Sinatra,Jan Rybicki,1
Michael Eberle-Sinatra,Paul Spence,1
Stéfan Sinclair,John Nerbonne,1
Stéfan Sinclair,Jan Rybicki,1
Stéfan Sinclair,Paul Spence,1
John Nerbonne,Jan Rybicki,1
John Nerbonne,Paul Spence,1
Jan Rybicki,Paul Spence,1
Laura Wruble,Joshua Westgard,1
Laura Wruble,Cody Buntain,1
Laura Wruble,Nicolas Diakopoulos,1
Laura Wruble,Jen Golbeck,1
Laura Wruble,Ricky Punzalan,1
Laura Wruble,Katie Shilton,1
Joshua Westgard,Cody Buntain,1
Joshua Westgard,Nicolas Diakopoulos,1
Joshua Westgard,Jen Golbeck,1
Joshua Westgard,Ricky Punzalan,1
Joshua Westgard,Katie Shilton,1
Cody Buntain,Nicolas Diakopoulos,1
Cody Buntain,Jen Golbeck,1
Cody Buntain,Ricky Punzalan,1
Cody Buntain,Katie Shilton,1
Nicolas Diakopoulos,Jen Golbeck,1
Nicolas Diakopoulos,Ricky Punzalan,1
Nicolas Diakopoulos,Katie Shilton,1
Jen Golbeck,Ricky Punzalan,1
Jen Golbeck,Katie Shilton,1
Ricky Punzalan,Katie Shilton,1
Vernon Mitchell,Bergis Jules,1
Catherine Knight Steele,Bonnie Thornton Dill,1
Catherine Knight Steele,Sheri Parks,1
Catherine Knight Steele,Babak Hamidzadeh,1
Catherine Knight Steele,Dan Mack,1
Catherine Knight Steele,Doug McElrath,1
Catherine Knight Steele,Nathan Putnam,1
Catherine Knight Steele,Bria Parker,1
Catherine Knight Steele,Jen Eidson,1
Catherine Knight Steele,Curlee Holton,1
Catherine Knight Steele,Stephanie Maxwell,1
Catherine Knight Steele,Julie Green,1
Catherine Knight Steele,Purdom Lindblad,1
Bonnie Thornton Dill,Sheri Parks,1
Bonnie Thornton Dill,Babak Hamidzadeh,1
Bonnie Thornton Dill,Dan Mack,1
Bonnie Thornton Dill,Doug McElrath,1
Bonnie Thornton Dill,Nathan Putnam,1
Bonnie Thornton Dill,Bria Parker,1
Bonnie Thornton Dill,Jen Eidson,1
Bonnie Thornton Dill,Curlee Holton,1
Bonnie Thornton Dill,Stephanie Maxwell,1
Bonnie Thornton Dill,Julie Green,1
Sheri Parks,Babak Hamidzadeh,1
Sheri Parks,Dan Mack,1
Sheri Parks,Doug McElrath,1
Sheri Parks,Nathan Putnam,1
Sheri Parks,Bria Parker,1
Sheri Parks,Jen Eidson,1
Sheri Parks,Curlee Holton,1
Sheri Parks,Stephanie Maxwell,1
Sheri Parks,Julie Green,1
Babak Hamidzadeh,Dan Mack,1
Babak Hamidzadeh,Doug McElrath,1
Babak Hamidzadeh,Nathan Putnam,1
Babak Hamidzadeh,Bria Parker,1
Babak Hamidzadeh,Jen Eidson,1
Babak Hamidzadeh,Curlee Holton,1
Babak Hamidzadeh,Stephanie Maxwell,1
Babak Hamidzadeh,Julie Green,1
Dan Mack,Doug McElrath,1
Dan Mack,Nathan Putnam,1
Dan Mack,Bria Parker,1
Dan Mack,Jen Eidson,1
Dan Mack,Curlee Holton,1
Dan Mack,Stephanie Maxwell,1
Dan Mack,Julie Green,1
Doug McElrath,Nathan Putnam,1
Doug McElrath,Bria Parker,1
Doug McElrath,Jen Eidson,1
Doug McElrath,Curlee Holton,1
Doug McElrath,Stephanie Maxwell,1
Doug McElrath,Julie Green,1
Nathan Putnam,Bria Parker,1
Nathan Putnam,Jen Eidson,1
Nathan Putnam,Curlee Holton,1
Nathan Putnam,Stephanie Maxwell,1
Nathan Putnam,Julie Green,1
Bria Parker,Jen Eidson,1
Bria Parker,Curlee Holton,1
Bria Parker,Stephanie Maxwell,1
Bria Parker,Julie Green,1
Jen Eidson,Curlee Holton,1
Jen Eidson,Stephanie Maxwell,1
Jen Eidson,Julie Green,1
Curlee Holton,Stephanie Maxwell,1
Curlee Holton,Julie Green,1
Stephanie Maxwell,Julie Green,1
Andy Van Dam,Brett Bobley,1
Andy Van Dam,Ann Sneesby-Koch,1
Brett Bobley,Ann Sneesby-Koch,1
